"id";"title";"sentence";"subject1";"subject2";"subject3";"subject_notsure";"suggested_subject";"type1";"type2";"type3";"type_notsure";"suggested_type"
"1850";"با سلام میخواستم بدانم استفاده از تصاویری که درگوگل…";"میخواستم بدانم استفاده از تصاویری که درگوگل سرچ میشود به چه گونه مجاز است آیا این تصاویر فقط برای دیدن هستند یا این اجازه وجود دارد که از آنها برای مصرف شخصی یا استفاده در جایی استفاده کرد مثل عکس پروفایل ، در سایت یا وبلاگ و از این دست موارد ؟";"کامپیوتر/موبایل";;;"0";;"بله/خیر";;;"0";
"1851";"اگر وقتی کامپیوتر را روشن می کنیم مانیتور چیزی رانشان نمی دهد و فقط چراغ هارد بطور ممتد روشن می";"اگر وقتی کامپیوتر را روشن می کنیم مانیتور چیزی رانشان نمی دهد و فقط چراغ هارد بطور ممتد روشن می ماند مشکل از چیست";"کامپیوتر/موبایل";"فنی";;"0";;"نظر";;;"0";
"1852";"با سلام مدتی میشه که بعد ارسال ایمیل فایل پیوست حتی…";"با سلام مدتی میشه که بعد ارسال ایمیل فایل پیوست حتی داخل ایمیل های ارسالی نیز ناشناس میشه و حتی خود دستگاه خودم هم فایل رو شناسایی نمیکنه که اکسل یا وورد یا پی دی اف و نمیتونه باز کنه این برای طرف مقایل که ایمیل رو دریافت میکنه هم وجود داره در ضمن انتی ویروس نود 32 نصب و اپ دیت میشه و حتی کل دستگاه رو اسکن کردم اما هیچ ویروسی پیدا نکرده این مشکل همیشگی هم نیست از هر 10 ایمیل 1 عدد دچار مشکل میشه اگر میشه راهنمایی کنید مشکل از کجاست و چطور برطرف کنم ؟ ممنونم";"کامپیوتر/موبایل";"فنی";;"0";;"نظر";;;"0";
"1853";"سلام: بعضی مواقع با ان که از سیستم استفاده ای نمی کنم…";"سلام: بعضی مواقع با ان که از سیستم استفاده ای نمی کنم اما یک مرتبه چراغ قرمز جلوی کیس که ناشی از فعالیت دائم هارد است روشن می شود اما برنامه ی task manager فقط پردازش های فایل را نشان می دهد و نمی توان فهمید کدام برنامه در حال استفاده دائم از هارد است، همچنین هنگام اتصال اینترنت خود به خود برنامه ای نامعلوم شروع به دانلود می کند که اصلا نمی توان فهمید کدام برنامه است تا جلوی ان گرفته شود.";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1854";"سلام و خسته نباشیددر ایمیل یاهو ایمیلهای خارجی بسیاز…";"سلام و خسته نباشید در ایمیل یاهو ایمیلهای خارجی بسیاز زیادی برام میاد با اینکه عضو هیچ سایت خارجی نیستم لطفا بفرمایید آیا راهی هست که به صورت دسته جمعی همه ایمیلهارو بلاک کنم که دیگه به هیچ وجه حتی توی پوشه اسپم هم نیان و کلا ارسال نشن؟ بلاک کردن تک تک آدرسها دونه دونه خیلی سخت و وقت گیره چکار کنم تشکر";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1855";"با سلاماینجانب چند ماشین مجازی روی virtual box نصب...";"با سلام اینجانب چند ماشین مجازی روی virtual box نصب کرده ام.دو ویندوز ایکس پی به صورت میهمان روی ویندوز 7 که به صورت میزبان است.حال سوال من این است چگونه می توانم این سه ماشین را به صورت شبکه در بیاورم؟یعنی بتوانم فایل به اشتراک بگذارم ،Ping کنم و سایر کار های شبکه....اگر بتوانید من را را راهنمایی بکنید بسیار ممنون می شومبا تشکر خیلی زیاد";"کامپیوتر/موبایل";"فنی";;"0";;"نظر";;;"0";
"1856";"با سلام. در مورد ریموت دسکتاپ چند مشکل داشتمالف:...";"با سلام. در مورد ریموت دسکتاپ چند مشکل داشتم الف: آیا میشود به یک سیستم داخل یک شبکه از بیرون شبکه ریموت کرد؟؟؟؟ ب: ریموت با آی پی اینترنتی در چه شرایطی امکان پذیر است؟؟؟؟ بنده بارها امتحان کردم اما نشد...میخواهم با اینترنت به سیستم دوستم در شهری دیگر ریموت کنم...هردو اجازه ریموت را بازکرده ایم...آی پی، یوزر ، پسوردو...همه چیز درست است اما ریموت انجام نمیشود....فکر میکنید کدام فوت کوزه گری را فراموش کرده ایم؟؟؟؟ باتشکر";"کامپیوتر/موبایل";"فنی";;"0";;"نظر";;;"0";
"1857";"با سلامچگونه متوجه شوم که یک نرم افزار ساخت کدام…";"با سلام چگونه متوجه شوم که یک نرم افزار ساخت کدام کشور است؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1858";"سلامدر نسخه 47.0.1 مرورگر فایرفاکس از هیچ نوار ابزاری…";"در نسخه 47.0.1 مرورگر فایرفاکس از هیچ نوار ابزاری نمیتونم استفاده کنم در حالی که در نسخ قبلی یعنی از 43 به پایین این مشکل نبود که از نسخه 43 به بعد این مشکلو دارم مشکل چجور حل میشه؟";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1859";"با عرض سلام خدمت شما راستش ما یک عدد تلویزیون led 32lb551dخریدیم…";"با عرض سلام خدمت شما راستش ما یک عدد تلویزیون led 32lb551dخریدیم فلش رابه درگاه usb تلویزون وصل میکنم تا با ان فیلم ظبط کنم نمیشه ودر پیامی که روی صفحه ظاهر میشود ازما میخواهد که usb hdd را به درگاه usb وصل کنیم میخواستم ببینم ایا راهی وجود دارد که بتوانیم فیلمهای درحال پخش را روی همین فلش هایب معمولی ذخیره کنیم با تشکر";"خرید";"فنی";;"0";;"نظر";;;"0";
"1860";"با سلام، من میخواستم دوربین دیجیتال بخرم، مبتدی هستم،…";"با سلام، من میخواستم دوربین دیجیتال بخرم، مبتدی هستم، زوم برام مهمه، نمایشگر باکیفیت و لمسی هم برام مهمه، بودجه هم زیر دو میلیون، کامپکت یا dslr فرقی نمیکنه، چه مدلی رو پیشنهاد میکنید؟  سوال دومم هم اینکه زوم لنز 18-55 چقدر هست یعنی معادل 3x دوربین های کامپکته؟ از یه شیء در فاصله چند متری میتونیم باهاش عکس با کیفیت بگیریم؟ لطفا راهنماییم کنید. ممنون";"خرید";"فنی";;"0";;"نظر";;;"0";
"1861";"سلام وقت بخیر سوالم این بود که از طریق موبایل،تو جیمیل…";"سلام وقت بخیر سوالم این بود که از طریق موبایل،تو جیمیل ایمیلایی که پاک شده و به سطل آشغال رفته رو چطوری کلا پاک کنم؟هرکاری میکنم نمیشه ولی فوری باید ایمیلایی که تو سطل آشغال جیمیل هست رو پاک کنم میشه بگین چطوری امکانش هست؟؟؟خواهش میکنم خیلی فوریه. ویا اگه امکانش نیست چطوری میشه جیمیلم رو کلا حذف کرد که وقتی برنامه ی جی میل رو باز کردم آدرس من نباشه؟؟";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1862";"چطور میتونم رمز وای فای رو تنظیم کنم که به هیچ وجه...";"چطور میتونم رمز وای فای رو تنظیم کنم که به هیچ وجه هک نشه؟";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1863";"با سلام خدمت شما. سیستم کامپیوتر من گرافیک 1 و رم 4...";"با سلام خدمت شما. سیستم کامپیوتر من گرافیک 1 و رم 4 و سی پی یو 2.6  من می خوام کامپیوترم رو ارتقا بدم تا بتونم برای بازی کردن راحت تر باشم برای همین اگه میشه یک سیستمی به من پیشنهاد بدین برایه ارتقا و هزینه ای که در مجموع باید بپر دازم";"کامپیوتر/موبایل";"فنی";;"0";;"نظر";;;"0";
"1864";"سلامضمن تقدیر و تشکر از زحمات شما و همکارانتان یک...";"سلام ضمن تقدیر و تشکر از زحمات شما و همکارانتان یک سوال داشتم اون هم اینکه موقع رمز دادن به Wi-Fi چطور رمز گذاری کنیم که توسط نرم افزار های دیگه هک نشود.چون من حجم می خرم بدون اینکه استفاده کنم می بینم در ریز مصرف نوشته در فلان تاریخ مصرف حجم شما این قدر هست که با یک تلگرام که نمیشه این حجم را تمام کرداون هم بدوندانلود کلیپ یا برنامه.لطفا راهنمایی ام کنید.آیا با یک رمز مطمئن می توان جلوی هک وای فای را گرفت رمز من این بود به نظر شما ضعیفه یا بد نیست؟";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1865";"با سلاممیخواستم در مورد دامین برام توضیح بدید اینکه...";"میخواستم در مورد دامین برام توضیح بدید اینکه چه فرقی میکنه که اونو از چه شرکتی بگیریم این شرکت چه ویژگیهایی باید داشته باشه اگه یه شرکت ضعیف دامین ثبت کنیم و یه هاست قوی بگیریم چه مشکلی پیش میاد و یه لیست از بهترین مراکز ثبت دامین و هاست بترتیب کیفیت خدمات و امنیتشون لطف کنید ممنون میشم";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1866";"سلاممدتی است کامپیوترم صدا ندارد رو علامت صدا موس...";"سلام مدتی است کامپیوترم صدا ندارد رو علامت صدا موس رو می برم مینویسه device is installe  no audio outputدرایور رو unistall کردم و دوباره نصب کردم صدا نداشت و ویندوز هم عوض کردم فایده نداشت لطفا راهنمایی کنید";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1867";"باسلام بنده قسمتي از يك فيلم گرفته شده توسط دوربين...";"بنده قسمتي از يك فيلم گرفته شده توسط دوربين را روي كامپيوتر منتقل تا بخش نمايد كه بدليل فرمت خاص خود (M2U01852.mpg.PFILE)امكان بخش نداشت . چندين برنامه Converter را نيز روي كامپيوتر نصب كردم اما باز هم نتوانستم فيلم را باز نمايم. به نظرتان راهكار چيست؟";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1868";"با سلاملطفا نرم افزار مفیدی هم برای باز گرداندن فایل...";"لطفا نرم افزار مفیدی هم برای باز گرداندن فایل ها و فولدرهای پاک شده از روی هارد معرفی کنید. من از نرم افزار recovery my file , file active recovery استفاده کردم ولی فقط تعداد کمی از فایل ها را برگرداند.";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1869";"باسلاماينجانب بدليل نصب مجدد ويندوز كلمات سربرگ سايت...";"با سلام اينجانب بدليل نصب مجدد ويندوز كلمات سربرگ سايت راسخون را بصورت متقاطع نشان مي دهد .خواهشمند است راهنمايي فرماييد .";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1870";"سلامهنگام کار با مرورگر فایزفاکس با پیغام زیر مواحه...";"سلام هنگام کار با مرورگر فایزفاکس با پیغام زیر مواحه میشوم راهنمایی کنید http://uupload.ir/files/ues9_2016-04-04_070517.png";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1871";"سلام سی دی گرافیک سیستمم را گم کردم لطفا برای نصب...";"سی دی گرافیک سیستمم را گم کردم لطفا برای نصب درایو گرافیک ویندوز 10 راهنمایی بفرمایید";"کامپیوتر/موبایل";;;"0";;"پیشنهاد";;;"0";
"1872";"با سلام و خسته نباشید.پروژه کاردانی من طراحی و تولید…";"با سلام و خسته نباشید.پروژه کاردانی من طراحی و تولید نرم افزار آموزش و نصب و راه اندازی شبکه می باشد استادم گفت باید کد نویسی هم داشته باشه اما من نمیدونم چیکار کنم با چه برنامه ای کار کنم چه زبانی میشه نوشت ..لطفا تا صورت امکان جوابمو سریع بدید با تشکر و سپاس فراوان";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1873";"سلام بهترین برند و مدل هارداکسترنال معرفی کنید";"بهترین برند و مدل هارداکسترنال معرفی کنید";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1874";"سایتی هست که با asp طراحی شده است . این سایت در ابتدا…";"سایتی هست که با asp طراحی شده است . این سایت در ابتدا پایگاه داده اکسس داشت، بنده پایگاه داده را از اکسس به sql تغییر دادم کانکشن استرینگ را تغییر دادم و متناسب با اون کدهای موجود در فایلها رو تغییر دادم";"کامپیوتر/موبایل";"برنامه‌نویسی";;"0";;"نظر";;;"0";
"1875";"سلام.يك عدد هارد اينترنال داشتم كه نرم افزار اسنگيت(snagit)برروي…";"سلام.يك عدد هارد اينترنال داشتم كه نرم افزار اسنگيت(snagit)برروي آن نصب بود ومن در آن نرم افزار عكس هايي داشتم.حال هاردم را از درون كيس خارج كردم وبه دوستم دادم آيا در اين حالت يعني خروج هارد از يك كيس وورود به كيس ديگر ويندوز بالا ميآيد؟";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1876";"سلام.سوالی داشتم با این عنوان که من میخواهم از کامپیوترم…";"سلام.سوالی داشتم با این عنوان که من میخواهم از کامپیوترم به عنوان اکو استفاده کنم لطفا راهنمایی بفرمایید آیا میکروفون هایی که برای اکو طراحی شده اند آیا برای کامپیوتر قابل استفاده هستند؟لطفا بفرمایید که سوکت آن چگونه باید باشد؟دردستگاههای پخش نیز یک قسمت برای میکروفون است آیا نوع سکوت آن را میدانید؟لطفا کمی توضیح دهید چون من قاری قرآن هستم ونیاز دارم.ممنون";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1877";"سلام -من هرچقدر آداب فلش پلير را در كامپيوترم نصب مي…";"سلام -من هرچقدر ادوب فلش پلير را در كامپيوترم نصب مي كنم در مرورگر اپرا فايلهاي مربوطه باز نمي شوند لطفا مرا راهنمايي نماييد.";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1878";"با سلامکامپیوتر من به ویروس newfolder آلوده شده....";"با سلام کامپیوتر من به ویروس newfolder آلوده شده. البته فولدرهای ویروسی که ایجاد میشه حجمشون 2-3 مگابایت هست و با اسم های مختلف ایجاد میشه(یعنی با اسم بعضی از فولدر های دیگه ام مثل mp3 یا flash و ... ) تقریبا در تمام فولدرها و تمام قسمت ها این ویروس پخش شده و حتی با حذف دوباره ایجاد میشه. به تازگی یه ویروس جدید هم از یک فلش ویروسی وارد سیستم شده که به این صورت هست که از فایل ها و فولدرها یک فولدر به صورت شورتکات ایجاد میکند و به شدت تکثیر میشود و با پاک کردن هم مجددا ایجاد میشود حتی از فایل های صوتی و تصویری هم یک فولدر ";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1879";"کامپیوتر";"یک سوال در مورد گوگل درایو بعد از ذخیره کردن اطلاعات روی گوگل درایو چگونه میتوان به صوت آفلاین به اطلاعات دسترسی داشت؟وقتی keep offline رو میزنم شروع به دانلود می کند آیا میتوان بدون دانلود شدن به اطلاعات دسترسی داشت؟";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1880";;"سلام خسته نباشید آیا قرص اهن فیفول واسه من مناسب است مجرد هستم";"سلامت";;;"0";;"بله/خیر";;;"0";
"1881";;"سلام درخصوص خو اص لیمو وسیربرای باز کردن عروق ایا علم پزشکی این خواص را تایید میکند با تشکر";"سلامت";"تغذیه";;"0";;"بله/خیر";;;"0";
"1882";"شیر خشک خارجی";"سلام خدمت خانم دکتر خسته نباشید من یک دختر 8 ماهه دارم تا شش ماه از شیر خودم تغذیه داشت ولی به علت رفتن سرکار ، از شیر خشک استفاده میکرد ابتدا تروویتال را دادم و الان نان 2، ولی اصلا از طعمش خوشش نمیاد و موقعی که خواب است مجبورم شیر بهش بدم .میخواستم از شیرخشک خارجی استفاده کنم میگن طعمش بهتره .آیا شما صلاح میدانید ؟ممنون میشم راهنماییم کنیدخیلی نگرانش هستم که شیر کم میخوره ولی غذا رو دوست داره";"تغذیه";"کودکان";;"0";;"نظر";;;"0";
"1883";;"با عرض سلامخانم دکتر من وقتی بعضی اوقات میدوم نفس بالا نمی یاد سیگار میکشم اما نه زیاد.باید چیکار کنم تا نفس کم نیارم.با تشکر و آیا حجامت تاثیری دارد؟آیا حجامت خوب است؟";"سلامت";;;"0";;"بله/خیر";;;"0";
"1884";;"با عرض سلامخانم من دچار پیوست شدید است پیش چندتا دکتر رفتیم اما تاثیری نداشت حتما باید قرص ((قرص ریز که رنگش زرد است و برای کار کردن شکم میخورنند )) باید بخورم تا شکمش کار کند.شیر و سبزیجات و میوه میخورد اما تاثیری ندارد.اکثر موقع ها حالت تهوع دارد و درد شدید شکم.خواهشن کمکش کنید.با تشکر";"سلامت";;;"0";;"نظر";;;"0";
"1885";;"سلام وقت بخیرمن حدود دوسال پیش کاشت ناخن انجام دادم بعد از چندین ترمیم یکدفعه دور انگشتام متورم وقرمز شد و شروع ب خارش کرد .ک یکسال مجبور شدم استراحت بدم دوباره هفته پیش کاشتم ک دیدم حساسیت کمتر شده ولی قرمز شدمجبور شدم بردارمشون لطفا راهنمایی کنید چکار کنم خیلی ناخن کاشتن رو دوست دارم";"سلامت";;;"0";;"نظر";;;"0";
"1886";;"سلامآیا استفاده از سدر طبیعی بجای شامپو را توصیه می کنید؟(از نظر تامین ویتامین های مورد نیاز مو)آیا این درسته که شامپو در دراز مدت موجب ریزش مو می شود ولی سدر نه؟من از بچگی از سدر استفاده می کنم.";"سلامت";;;"0";;"نظر";;;"0";
"1887";;"با سلام و احترامبنده در حال حاضر سرباز هستم. رباط ACL بنده پاره هست و البته بعد از MRI که داشتم چندین بار زمین خوردم و شدت خالی کردن و شل شدن زانوم بیشتر شده. مشکل عفونت کلیه هم دارم.میخواستم بدونم برای معافیت آیا فقط از زانوم اقدام کنم یا مشکل عفونت کلیه هم ارائه بدم؟";"سلامت";;;"0";;"نظر";;;"0";
"1888";;"سلام من 21 سالمه تو جند ماه اخیر دو مرتبه اتفاق افتاده ک از صب پا شدم خلطم خونی بود. و چند روزیه احساس میکنم یچزی تو گلومه ک هر چی قورت میدم پایین نمیره؟ با توجه به علائمایی ک گفتم. ممکنه توده بد خیم باشه؟ بیماری دیگه ای ب جز سرطان وجود داره ک همجین علائمی داشته باشه؟من امید به زندگی مو از دست دادم";"سلامت";;;"0";;"نظر";;;"0";
"1889";;"خانم دکتر سلام یک هفته ای است پهلوی سمت راست در هنگام خم شدن ویا رانندگی درد میکند اگه بصورت ثابت باشه دردی احساس نمی کنم پیش دکتر رفتم احتمال گرفتگی عضله دادن چند سوزن رباکسیم شل کننده عضلات برام نوشت زدم ولی همجنان درد وگرفتگی رفع نشده چکار کنم لطفا راهنمایی فرمایید";"سلامت";;;"0";;"نظر";;;"0";
"1890";;"من معمولا فشار خون پایین دارم حدودا 10 روی 6 یا 7 آیا مصرف چای سفید مشکلی رو برام ایجاد نمی کنه ؟";"سلامت";;;"0";;"نظر";;;"0";
"1891";;"19ساله میگرن دارم 12ساله تحت درمانم بیشتر وقتها با دارو هم حملات میگرن را دارم گاهی شاید چند سال یکبار بیهوش هم میشم. لطفا راهنماییم کنید. ممنون";"سلامت";;;"0";;"نظر";;;"0";
"1892";;"آقایی 27ساله ای هستم که دچار بوی نامطبوع پا می باشم و با وجود رعایت استفاده از کفش مناسب و شستشوی پاها و جوراب ها، این مشکل در زمستان و تابستان آزارم می دهد. ضمنا تمامی آزمایشاتم نرمال هستند. درمان پیشنهادی شما چیست؟ممنون.";"سلامت";"زیبایی";;"1";;"نظر";;;"0";
"1893";;"سلام ایا واریکوسل میتواند در اینده با عث ایجاد سرطان بیضه یا بیماریهای دیگر شود با تشکر";"سلامت";;;"0";;"بله/خیر";;;"0";
"1894";;"سلام و وقت شما بخیر ایا اریتمی قلبی ای که مزمن شده را میتوان با پیس گذاشتن یا سوزاندن یک رگ قلب درمان کرد و اصلا چه اقدامات مراقبتی ای برای بهبودی این بیماران میتوان انجام داد متشکرم";"سلامت";;;"0";;"نظر";;;"0";
"1895";;"با سلام برای کسی که مشکل زانو درد یا همون ارتروز داره تردمیل مناسب اگر مناسب نحوه استفاده کردنش خوب چطوری باش ممنو";"سلامت";;;"0";;"نظر";;;"0";
"1896";;"با سلام خدمت پزشک محترم خانومی ۲۶ساله هستم که حدود یک سال است که ازدواج کردم. گروه خونی منOمثبت و گروه خونی همسرم AB مثبت است.با توجه به این گفته که گروه های خونی با Rhهای یکسان برای بچه دار شدن دچار مشکل میشوند آیا ممکن است برای ما هم مشکلی پیش بیاد؟ ممنون از شما و گروه تبیان";"سلامت";;;"0";;"نظر";;;"0";
"1897";;"یا سلام شماره چشمم 10 هستش 32 ساله هستم و سالهاست از عینک استفاده می کنم چشمام به شدت گود رفته ایا درمانی داره ؟ممنون";;;;"0";;;;;"0";
"1898";;"یا سلام شماره چشمم 10 هستش 32 ساله هستم و سالهاست از عینک استفاده می کنم چشمام به شدت گود رفته ایا درمانی داره ؟ممنون";"سلامت";"زیبایی";;"0";;"نظر";"بله/خیر";;"0";
"1899";;"پدرم 65 ساله به علت تخریب ریه قلبش گشاد شده البته یک طرفش آیا میتواند از مخلوط سیر و لیمو استفاده کند و اینکه به شدت غلظت خون داشته و هر 3 ماه فصد خون میشود تمامی ااعضای دیگرش سالم میباشد";"سلامت";;;"0";;"نظر";;;"0";
"1900";;"با سلامدختری مجرد هستم 23 ساله در دو روز اول قائذگی درد شدیدی در قسمت تناسلی دارم که طاقت تحمل ان را ندارم ، به ئکتر های مختلفی مراجعه کرئم ولی راه حل درمان مناسبی ارائه نکردند . و تا بحال هم در اون دو روز با استعمال مواد مخدر دردم اروم میگیره ولی الان ک می خوام ازئواج کنم نمی خوام از مواد مصرف کنم برای اروم شدن دردم راه حلی وجود داره ممنون میشم کمک کنین ؟؟؟/";"سلامت";;;"0";;"نظر";;;"0";
"1901";"کاربرد کتابخانه cglib در جاوا چیست؟";"کتابخانه cglib در بسیاری از فریم ورک ها در جاوا استفاده می شود، قابلیت اصلی و کاربرد این کتابخانه چیست؟";"برنامه‌نویسی";"کامپیوتر/موبایل";;"0";;"تعریف";;;"0";
"1902";"کاربرد کتابخانه های Logging در برنامه نویسی چیست؟";"استفاده از کتابخانه های Logging در برنامه نویسی چه سودی دارد و چرا باید ازشون در کدهامون استفاده کنیم؟";"برنامه‌نویسی";"کامپیوتر/موبایل";;"0";;"تعریف";;;"0";
"1903";"سوالهایی که بیشتر علاقمندان جاوا می پرسند";"با جاوا چه نوع برنامه هایی می توان نوشت؟";"برنامه‌نویسی";"کامپیوتر/موبایل";;"0";;"لیست";;;"0";
"1904";"سوالهایی که بیشتر علاقمندان جاوا می پرسند";"نسخه های مختلف جاوا چیستند؟";"برنامه‌نویسی";"کامپیوتر/موبایل";;"0";;"لیست";;;"0";
"1905";"سوالهایی که بیشتر علاقمندان جاوا می پرسند";"چگونه باید برنامه ریزی برای یادگیری جاوا را شروع کنم؟";"برنامه‌نویسی";"کامپیوتر/موبایل";;"0";;"توضیح";;;"0";
"1906";"سوالهایی که بیشتر علاقمندان جاوا می پرسند";"اندروید چیست؟";"کامپیوتر/موبایل";;;"0";;"تعریف";;;"0";
"1907";"تغذیه مادر در دوران بارداری";"تغذیه دوران بارداری در ابتلا به فاویسم موثر است؟";"سلامت";;;"0";;"بله/خیر";;;"0";
"1908";"تغذیه مادر در دوران بارداری";"در زمان حاملگی شکلات بخورم یا نه؟";"سلامت";;;"0";;"بله/خیر";;;"0";
"1909";"دهان و دندان";" سلام.انجام ارتودنسی قبل از انجام جراحی زیبایی بیینی و انحراف بینی بهتر است یا بعد جراحی بینی؟";"سلامت";;;"0";;"نظر";;;"0";
"1910";;" تفاوت ترمز عقب دیسکی و کاسه ای چیست؟ ";"فنی";"ماشین";;"0";;"تعریف";;;"0";
"1911";;"آیا ترمز ضدقفل ABS در همه چرخ ها عمل می کند؟ خودروهایی که دارای ترمز کاسه ای هستند، چه تفاوتی دارند؟ ";"ماشین";"فنی";;"0";;"توضیح";;;"0";
"1912";;"کلاس هاي مختلف خودرو چگونه شناسايي مي شوند؟ ";"ماشین";;;"0";;"توضیح";;;"0";
"1913";;"چگونه مي توان بر روي خودروهاي توليد ايران خودرو آپشن هاي اضافي درخواست و نصب كرد؟ ";"ماشین";;;"0";;"توضیح";;;"0";
"1914";;"آيا مي توان تجهيزاتي مانند ترمز ABS، گيربكس اتوماتيك و كيسه هوا را روي خودرو نصب كرد؟ ";"ماشین";;;"0";;"بله/خیر";;;"0";
"1915";;"آيا شركت ايران خودرو براي خودروهاي اتومات خدمات پس از فروش دارد؟ ";"خرید";"ماشین";;"0";;"بله/خیر";;;"0";
"1916";;"رنگ هاي خاص و سفارشي موجود در ايران خودرو، چه رنگ هايي مي باشند؟ ";"خرید";"ماشین";;"0";;"لیست";;;"0";
"1917";;"رينگ هاي چرخ خودروهاي توليدي شركت چند نوع است؟ ";"ماشین";;;"0";;"لیست";;;"0";
"1918";;" آيا سايز تاير و رينگ خودروهاي شركت يكسان است؟ ";"ماشین";"فنی";;"0";;"بله/خیر";;;"0";
"1919";;"آيا راديو پخش هاي نصب شده روي خودروهاي شركت داراي تنوع هستند؟ آيا قابليت پخش سي.دي. را دارند؟ ";"ماشین";;;"0";;"بله/خیر";"توضیح";;"0";
"1920";;"چند نوع موتور در ايران خودرو بر روي محصولات نصب مي شود؟ ";"ماشین";"فنی";;"0";;"لیست";;;"0";
"1921";;"تفاوت موتورهاي 16 سوپاپ با 8 سوپاپ در موتورهاي چهار سيلندر چيست؟ ";"ماشین";"فنی";;"0";;"توضیح";;;"0";
"1922";"نصب اسکایپ در اوبونتو 16.04";"چگونه می توان اسکایپ را روی اوبونتو 16.04 نصب کرد؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1923";;"سايت هاي توليدي محصولات ايران خودرو كدامند و چه محصولاتي را توليد مي كنند؟ ";"ماشین";;;"0";;"توضیح";;;"0";
"1924";;" آيا پژو پارس سال، دوگانه سوز هم دارد؟ ";"ماشین";;;"0";;"بله/خیر";;;"0";
"1925";"چگونه آناناس را پوست بکنیم؟";"نحوه ی درست پوست کندن آناناس چیست؟";"تغذیه";;;"0";;"توضیح";;;"0";
"1926";"خواص گل نرگس و عطر آن چیست؟";"گل نرگس چه خاصیتی دارد و همچنین استشمام عطر و بوی آن؟";"گیاهان";;;"0";;"توضیح";;;"0";
"1927";"خواص گلپر چیست؟";"گلپر دارای چه خواصی می باشد و موارد استفاده آن به چه صورت می باشد؟ ";"گیاهان";;;"0";;"توضیح";;;"0";
"1928";"خاکشیر چه خواصی دارد؟";"علاوه بر رفع عطش خاکشیر چه خواص دیگری دارد؟";"تغذیه";;;"0";;"توضیح";;;"0";
"1929";"گیاه صبر زرد چیست؟";"گیاه صبر زرد چه گیاهی است و چه فوایدی دارد؟";"گیاهان";"تغذیه";;"0";;"توضیح";;;"0";
"1930";"بهترین راه شارژ کامل باتری خودرو چیست";"برای شارژ شدن باتری ضعیف شده خودرو کدام راه بهتر است؟";"ماشین";"فنی";;"0";;"پیشنهاد";;;"0";
"1931";"آیا در جا کار کردن خودرو به موتور آسیب می رساند؟";"با در جا کار کردن یا به اصطلاح ""گرم کردن ""خودرو ، موتور آسیب می بیند؟";"ماشین";"فنی";;"0";;"بله/خیر";;;"0";
"1932";"منظور از فیلم با کیفیت CAM چیست؟";"منظور از فیلم با کیفیت CAM در فیلم ها چه می باشد؟";"کامپیوتر/موبایل";;;"1";;"تعریف";;;"0";
"1933";"دانستن کیفیت فیلم ها با رزولیشن های متفاوت";"از کجا بفهمم که کیفیت دو فیلم با رزولیشن متفاوت چقدر است؟";"کامپیوتر/موبایل";;;"1";;"توضیح";;;"0";
"1934";"چگونه می توان احتمال وقوع سردرد را کم کرد؟";"آیا روش‌هایی وجود دارند که با رعایت آن‌ها بتوان احتمال وقوع سردرد را کم کرد؟";"سلامت";;;"0";;"نظر";;;"0";
"1935";"یک درمان طبیعی و سریع برای سینوزیت";"برای درمان سینوزیت چه راه های طبیعی و خانگی وجود دارد که نتیجه ی مفیدی را داشته باشد و سینوزیت را برطرف کند؟";"سلامت";;;"0";;"نظر";;;"0";
"1936";"درمان طبیعی شوره ی سر";"برای درمان و حل مشکل شوره های سر چه راه کار طبیعی یا خانگی وجود دارد؟";"سلامت";"زیبایی";;"0";;"نظر";;;"0";
"1937";"اصول درست کاهش وزن چیست؟";"چگونه باید وزن کم کرد که هم به بدن آسیب نرسد و هم احتمال برگشت به وزن قبلی به حداقل برسه؟ و چطور می توان به یک رژیم غذایی جهت کاهش وزن اطمینان کرد پیش از اینکه متضرر شویم؟";"سلامت";"زیبایی";;"0";;"توضیح";;;"0";
