;term;TF-IDF;num_q;f_in_q
10;ABS;1682.25564188;7.0;[[1, 1], [2, 1], [6, 1], [34, 1], [1910, 1], [1913, 1], [2509, 1]]
11;در;23827.0631798;1002.0;[[1, 1], [3, 1], [9, 1], [13, 1], [14, 1], [17, 1], [22, 1], [23, 1], [26, 1], [29, 1], [30, 1], [31, 1], [32, 1], [38, 1], [39, 1], [42, 2], [45, 1], [48, 1], [50, 1], [51, 1], [60, 1], [63, 1], [64, 1], [66, 1], [67, 1], [68, 1], [69, 1], [70, 2], [72, 2], [73, 1], [75, 2], [76, 1], [78, 1], [79, 1], [87, 1], [88, 2], [92, 1], [95, 2], [96, 1], [97, 1], [98, 2], [100, 1], [102, 1], [103, 2], [105, 1], [109, 4], [110, 1], [111, 2], [112, 1], [115, 1], [117, 1], [118, 1], [120, 2], [122, 1], [130, 2], [131, 1], [132, 1], [133, 2], [135, 1], [140, 1], [144, 1], [150, 1], [154, 1], [158, 1], [163, 1], [164, 1], [167, 1], [172, 2], [173, 2], [174, 1], [175, 1], [176, 1], [178, 1], [192, 1], [199, 1], [201, 2], [208, 1], [209, 1], [210, 1], [212, 2], [216, 1], [218, 1], [219, 2], [223, 1], [224, 2], [226, 1], [228, 1], [230, 1], [231, 1], [233, 1], [234, 1], [237, 1], [249, 1], [251, 1], [254, 1], [256, 1], [263, 1], [264, 1], [272, 1], [275, 1], [278, 1], [280, 1], [284, 1], [285, 2], [286, 1], [287, 1], [293, 1], [296, 1], [299, 1], [300, 2], [304, 1], [305, 1], [312, 1], [314, 1], [315, 1], [327, 1], [328, 1], [352, 1], [369, 1], [389, 1], [403, 1], [405, 1], [423, 1], [430, 2], [431, 2], [434, 1], [435, 1], [436, 1], [437, 1], [452, 1], [459, 1], [483, 1], [484, 2], [493, 1], [497, 1], [499, 1], [507, 1], [512, 1], [513, 1], [514, 1], [515, 1], [517, 2], [519, 1], [521, 1], [524, 1], [527, 1], [528, 1], [529, 2], [532, 1], [536, 1], [540, 3], [547, 1], [548, 1], [549, 1], [550, 1], [551, 1], [562, 2], [566, 1], [570, 1], [571, 1], [573, 1], [578, 1], [579, 1], [581, 3], [583, 1], [585, 2], [586, 1], [590, 1], [594, 1], [597, 1], [607, 1], [614, 1], [642, 1], [643, 1], [645, 1], [646, 1], [647, 1], [648, 1], [649, 1], [650, 1], [652, 1], [653, 1], [656, 1], [660, 1], [663, 1], [664, 1], [667, 1], [669, 1], [671, 2], [677, 1], [678, 1], [679, 1], [681, 1], [682, 2], [683, 1], [684, 1], [685, 2], [686, 2], [687, 2], [688, 1], [693, 1], [694, 1], [702, 1], [704, 1], [705, 1], [706, 2], [707, 1], [709, 1], [711, 1], [714, 1], [718, 1], [721, 1], [724, 1], [732, 1], [734, 1], [735, 1], [736, 1], [737, 1], [743, 1], [746, 1], [750, 1], [754, 1], [756, 1], [758, 1], [759, 1], [760, 1], [763, 1], [773, 1], [774, 1], [775, 1], [776, 1], [779, 1], [786, 1], [787, 1], [788, 1], [789, 1], [792, 1], [797, 1], [798, 1], [805, 1], [810, 2], [822, 1], [825, 1], [826, 1], [830, 1], [831, 1], [832, 1], [833, 1], [834, 2], [836, 1], [837, 1], [840, 1], [841, 1], [845, 2], [852, 1], [854, 1], [863, 1], [864, 1], [866, 1], [871, 1], [876, 1], [879, 1], [882, 1], [883, 2], [885, 1], [890, 1], [897, 1], [900, 1], [901, 1], [903, 1], [904, 2], [906, 3], [907, 1], [909, 2], [911, 1], [912, 1], [917, 2], [919, 2], [921, 2], [922, 3], [923, 1], [930, 1], [934, 1], [935, 2], [939, 4], [940, 1], [941, 3], [945, 1], [946, 3], [949, 1], [950, 1], [951, 5], [953, 2], [954, 2], [956, 4], [957, 1], [958, 1], [959, 3], [960, 1], [961, 1], [964, 4], [966, 1], [968, 2], [969, 1], [970, 2], [972, 1], [973, 1], [974, 1], [978, 2], [981, 6], [991, 1], [992, 1], [993, 1], [994, 1], [999, 1], [1001, 2], [1002, 1], [1007, 2], [1008, 1], [1009, 1], [1011, 1], [1016, 1], [1018, 1], [1020, 1], [1031, 1], [1039, 2], [1041, 1], [1044, 2], [1045, 2], [1048, 2], [1053, 1], [1055, 1], [1057, 1], [1058, 1], [1060, 4], [1063, 2], [1069, 1], [1070, 2], [1075, 2], [1081, 1], [1086, 1], [1092, 2], [1093, 1], [1102, 1], [1103, 4], [1104, 2], [1105, 1], [1107, 1], [1108, 3], [1109, 1], [1110, 1], [1111, 4], [1112, 4], [1114, 1], [1119, 1], [1126, 3], [1128, 5], [1141, 1], [1142, 3], [1143, 1], [1145, 1], [1147, 1], [1148, 1], [1149, 3], [1150, 3], [1151, 4], [1152, 1], [1154, 2], [1155, 1], [1157, 1], [1160, 2], [1161, 1], [1164, 2], [1165, 1], [1168, 2], [1170, 1], [1171, 1], [1172, 1], [1173, 2], [1174, 1], [1175, 1], [1176, 3], [1177, 1], [1179, 1], [1180, 1], [1185, 1], [1194, 2], [1204, 2], [1206, 1], [1207, 1], [1208, 1], [1209, 1], [1210, 1], [1212, 1], [1218, 1], [1219, 2], [1220, 2], [1224, 2], [1227, 1], [1228, 1], [1229, 1], [1232, 2], [1233, 1], [1236, 1], [1247, 2], [1253, 2], [1254, 1], [1255, 3], [1260, 1], [1264, 2], [1266, 1], [1269, 1], [1278, 1], [1283, 2], [1297, 1], [1298, 1], [1300, 1], [1301, 1], [1302, 3], [1304, 1], [1312, 2], [1320, 1], [1321, 1], [1332, 3], [1334, 1], [1336, 2], [1337, 3], [1338, 1], [1339, 1], [1341, 1], [1342, 2], [1343, 3], [1344, 2], [1347, 1], [1348, 1], [1349, 1], [1352, 1], [1359, 1], [1361, 1], [1362, 1], [1363, 1], [1364, 1], [1366, 2], [1367, 3], [1372, 2], [1373, 3], [1375, 2], [1376, 3], [1377, 3], [1379, 2], [1381, 1], [1382, 3], [1384, 1], [1387, 1], [1388, 1], [1389, 1], [1392, 1], [1393, 2], [1395, 1], [1398, 1], [1403, 2], [1404, 1], [1408, 1], [1410, 1], [1411, 1], [1412, 1], [1413, 2], [1414, 1], [1417, 3], [1418, 1], [1419, 1], [1420, 1], [1421, 3], [1422, 3], [1423, 1], [1427, 1], [1430, 1], [1431, 5], [1433, 1], [1435, 1], [1439, 1], [1440, 1], [1441, 1], [1442, 1], [1446, 1], [1448, 1], [1449, 1], [1450, 1], [1452, 1], [1453, 1], [1454, 1], [1459, 1], [1464, 1], [1465, 1], [1467, 4], [1469, 2], [1471, 1], [1475, 1], [1476, 4], [1477, 2], [1479, 2], [1480, 1], [1483, 1], [1484, 1], [1486, 1], [1491, 1], [1493, 1], [1494, 1], [1500, 1], [1501, 3], [1502, 1], [1504, 6], [1505, 4], [1506, 6], [1507, 2], [1508, 1], [1509, 3], [1510, 2], [1514, 2], [1518, 1], [1519, 1], [1520, 1], [1522, 2], [1523, 2], [1524, 1], [1525, 1], [1526, 2], [1527, 1], [1528, 2], [1529, 3], [1530, 3], [1531, 3], [1533, 3], [1536, 1], [1537, 1], [1538, 2], [1540, 2], [1541, 2], [1542, 2], [1544, 2], [1545, 1], [1547, 1], [1549, 2], [1550, 1], [1552, 2], [1553, 1], [1554, 2], [1555, 1], [1557, 1], [1558, 4], [1559, 5], [1564, 1], [1566, 3], [1569, 2], [1573, 1], [1576, 1], [1577, 7], [1578, 2], [1579, 1], [1582, 1], [1583, 1], [1584, 1], [1585, 1], [1586, 1], [1590, 1], [1592, 1], [1593, 1], [1597, 3], [1600, 1], [1601, 2], [1605, 1], [1606, 1], [1607, 2], [1610, 3], [1611, 1], [1613, 1], [1615, 1], [1616, 2], [1625, 1], [1626, 1], [1627, 3], [1631, 1], [1638, 1], [1645, 1], [1646, 1], [1650, 1], [1652, 1], [1654, 1], [1656, 4], [1662, 1], [1668, 1], [1673, 2], [1676, 1], [1677, 2], [1678, 1], [1679, 1], [1680, 2], [1681, 1], [1683, 2], [1685, 2], [1686, 1], [1690, 3], [1692, 2], [1695, 2], [1696, 1], [1697, 1], [1700, 1], [1701, 2], [1706, 1], [1709, 1], [1715, 3], [1716, 3], [1719, 3], [1720, 1], [1721, 1], [1722, 1], [1726, 1], [1729, 1], [1730, 1], [1732, 1], [1733, 3], [1734, 1], [1735, 2], [1737, 3], [1739, 3], [1740, 2], [1742, 1], [1743, 1], [1746, 1], [1748, 1], [1749, 1], [1750, 1], [1751, 3], [1752, 2], [1753, 1], [1754, 2], [1755, 1], [1756, 1], [1757, 1], [1758, 6], [1759, 2], [1760, 1], [1761, 6], [1762, 3], [1763, 2], [1767, 1], [1769, 2], [1770, 1], [1773, 1], [1774, 1], [1775, 1], [1776, 1], [1777, 1], [1778, 1], [1779, 2], [1782, 1], [1785, 1], [1787, 2], [1788, 3], [1789, 1], [1792, 1], [1804, 1], [1805, 1], [1811, 1], [1812, 1], [1814, 1], [1816, 1], [1824, 1], [1826, 1], [1827, 1], [1829, 1], [1831, 1], [1835, 1], [1837, 2], [1839, 3], [1840, 6], [1841, 2], [1842, 1], [1844, 1], [1847, 2], [1848, 1], [1849, 2], [1851, 1], [1852, 1], [1853, 1], [1854, 1], [1855, 3], [1857, 3], [1859, 1], [1862, 1], [1863, 2], [1864, 1], [1873, 2], [1874, 2], [1876, 2], [1877, 1], [1878, 1], [1885, 1], [1886, 1], [1888, 1], [1891, 1], [1892, 1], [1899, 3], [1900, 2], [1901, 2], [1906, 1], [1907, 1], [1910, 1], [1915, 1], [1919, 1], [1920, 1], [1930, 1], [1931, 1], [1937, 1], [1939, 1], [1941, 1], [1942, 1], [1947, 2], [1953, 2], [1955, 2], [1959, 1], [1960, 1], [1961, 1], [1962, 2], [1965, 1], [1966, 1], [1970, 1], [1978, 1], [1987, 1], [1991, 1], [1995, 1], [1997, 1], [1999, 1], [2003, 1], [2014, 1], [2019, 1], [2020, 2], [2025, 1], [2032, 2], [2033, 1], [2041, 1], [2043, 1], [2053, 1], [2057, 1], [2058, 2], [2061, 1], [2067, 1], [2068, 1], [2070, 1], [2075, 1], [2077, 1], [2082, 2], [2089, 1], [2090, 2], [2094, 1], [2097, 1], [2099, 1], [2100, 1], [2107, 1], [2108, 1], [2109, 1], [2110, 3], [2113, 2], [2114, 2], [2115, 1], [2116, 1], [2117, 2], [2121, 1], [2122, 1], [2123, 1], [2125, 1], [2127, 1], [2133, 1], [2138, 1], [2141, 1], [2143, 1], [2144, 2], [2146, 1], [2151, 1], [2152, 1], [2157, 3], [2158, 1], [2160, 1], [2161, 1], [2169, 1], [2171, 1], [2172, 1], [2173, 2], [2174, 1], [2176, 1], [2178, 1], [2181, 1], [2185, 1], [2188, 1], [2191, 1], [2198, 1], [2200, 1], [2201, 1], [2202, 1], [2203, 1], [2208, 1], [2211, 1], [2212, 1], [2213, 1], [2214, 1], [2216, 1], [2217, 1], [2220, 1], [2221, 1], [2223, 1], [2224, 1], [2225, 1], [2228, 1], [2230, 1], [2232, 1], [2233, 1], [2234, 1], [2235, 1], [2238, 2], [2239, 1], [2242, 1], [2243, 2], [2244, 1], [2245, 3], [2246, 1], [2250, 1], [2254, 2], [2260, 1], [2262, 1], [2263, 1], [2269, 1], [2274, 1], [2275, 2], [2277, 1], [2280, 2], [2282, 1], [2285, 2], [2287, 1], [2289, 2], [2290, 1], [2293, 1], [2297, 1], [2301, 1], [2302, 1], [2326, 1], [2328, 1], [2353, 1], [2354, 1], [2362, 1], [2371, 1], [2375, 1], [2376, 1], [2378, 1], [2383, 1], [2386, 1], [2387, 1], [2388, 1], [2395, 1], [2397, 1], [2405, 2], [2407, 1], [2408, 1], [2412, 1], [2413, 1], [2417, 1], [2418, 1], [2420, 1], [2424, 1], [2429, 1], [2433, 1], [2436, 1], [2437, 1], [2441, 1], [2444, 1], [2448, 1], [2451, 1], [2454, 1], [2457, 1], [2458, 1], [2470, 1], [2474, 1], [2477, 1], [2478, 1], [2480, 1], [2483, 2], [2486, 1], [2487, 2], [2488, 1], [2489, 1], [2490, 1], [2491, 2], [2492, 2], [2493, 2], [2494, 2], [2497, 1], [2500, 2], [2502, 1], [2503, 1], [2505, 2], [2506, 1], [2508, 1], [2511, 1], [2514, 1], [2515, 1], [2518, 1], [2522, 1], [2525, 2], [2528, 1], [2530, 1], [2537, 1], [2541, 1], [2544, 1], [2547, 1], [2548, 1], [2549, 1], [2551, 1], [2553, 1], [2560, 1], [2562, 2], [2563, 1], [2571, 1], [2572, 1], [2574, 1], [2575, 1], [2576, 3], [2578, 2], [2580, 1], [2582, 2], [2583, 1], [2584, 1], [2590, 1], [2591, 1], [2593, 1], [2594, 1], [2597, 1], [2598, 1], [2600, 1], [2601, 1], [2603, 1], [2604, 1], [2605, 2], [2606, 1], [2608, 1], [2610, 1], [2613, 1], [2618, 1], [2621, 3], [2622, 1], [2624, 1], [2627, 2], [2628, 2], [2629, 2], [2631, 1], [2632, 1], [2634, 1], [2635, 1], [2636, 1], [2638, 1], [2639, 1], [2640, 1], [2644, 1], [2645, 1], [2652, 1], [2666, 1], [2668, 3], [2671, 1], [2679, 1], [2680, 1], [2682, 1], [2693, 2], [2695, 1], [2700, 1], [2715, 1], [2717, 1], [2724, 2], [2727, 1], [2728, 1], [2732, 2], [2733, 1], [2734, 2], [2743, 1], [2744, 1], [2749, 1], [2750, 1], [2755, 2], [2756, 1], [2758, 1], [2759, 2], [2760, 1], [2763, 1], [2765, 1], [2766, 1], [2770, 2], [2771, 1], [2774, 1], [2776, 1], [2779, 1], [2780, 1], [2785, 1], [2790, 1], [2794, 1], [2798, 1]]
12;همه;2856.87979566;62.0;[[1, 1], [156, 1], [731, 1], [740, 1], [902, 1], [907, 1], [908, 1], [921, 1], [933, 1], [941, 3], [945, 1], [989, 1], [1022, 1], [1026, 1], [1070, 1], [1073, 1], [1112, 1], [1128, 1], [1129, 1], [1142, 1], [1189, 1], [1203, 1], [1219, 1], [1226, 1], [1229, 1], [1231, 1], [1232, 1], [1273, 1], [1310, 1], [1320, 1], [1418, 1], [1421, 1], [1445, 1], [1467, 1], [1498, 1], [1506, 1], [1525, 2], [1535, 1], [1641, 1], [1653, 1], [1676, 1], [1677, 1], [1721, 1], [1760, 1], [1774, 2], [1811, 1], [1822, 2], [1824, 1], [1836, 1], [1853, 1], [1855, 1], [1910, 1], [2022, 1], [2197, 1], [2206, 1], [2237, 1], [2247, 1], [2337, 1], [2349, 1], [2353, 1], [2698, 2], [2776, 1]]
13;چرخ;844.292865932;4.0;[[1, 1], [10, 1], [1910, 1], [1916, 1]]
14;ها;6870.65548428;133.0;[[1, 1], [70, 1], [87, 1], [91, 2], [98, 1], [107, 1], [109, 2], [136, 1], [138, 2], [140, 1], [146, 1], [149, 1], [320, 1], [323, 1], [332, 1], [351, 2], [404, 1], [438, 1], [574, 1], [767, 1], [880, 1], [904, 1], [921, 2], [941, 1], [956, 2], [957, 1], [968, 1], [970, 4], [977, 1], [1015, 1], [1016, 1], [1017, 1], [1026, 2], [1035, 1], [1039, 2], [1042, 1], [1043, 2], [1044, 2], [1045, 2], [1049, 1], [1059, 1], [1070, 1], [1116, 1], [1119, 2], [1127, 1], [1135, 1], [1161, 1], [1170, 1], [1173, 1], [1188, 1], [1220, 3], [1229, 3], [1231, 1], [1247, 1], [1296, 1], [1298, 1], [1321, 1], [1322, 1], [1332, 1], [1344, 2], [1364, 1], [1377, 1], [1379, 1], [1416, 3], [1419, 1], [1421, 1], [1431, 4], [1439, 1], [1475, 1], [1485, 1], [1497, 1], [1501, 1], [1509, 1], [1538, 1], [1542, 1], [1547, 1], [1566, 3], [1630, 1], [1679, 1], [1681, 1], [1693, 1], [1720, 1], [1722, 1], [1755, 1], [1760, 1], [1763, 1], [1769, 1], [1770, 1], [1784, 1], [1787, 1], [1824, 1], [1826, 1], [1831, 1], [1836, 1], [1847, 1], [1867, 2], [1877, 2], [1883, 1], [1891, 1], [1900, 1], [1910, 1], [1931, 1], [1947, 1], [1962, 1], [1981, 1], [2008, 1], [2091, 1], [2142, 1], [2212, 1], [2224, 1], [2229, 1], [2238, 1], [2268, 1], [2290, 1], [2292, 2], [2308, 1], [2311, 1], [2329, 1], [2337, 1], [2349, 1], [2351, 2], [2353, 1], [2354, 1], [2510, 1], [2551, 1], [2578, 1], [2590, 1], [2605, 1], [2608, 1], [2624, 1], [2702, 1], [2718, 3], [2798, 1]]
15;عمل;2618.85504944;31.0;[[1, 1], [2, 1], [3, 1], [98, 1], [122, 1], [236, 1], [292, 1], [554, 1], [847, 1], [924, 1], [981, 1], [991, 1], [998, 1], [1315, 1], [1321, 1], [1500, 1], [1519, 1], [1537, 1], [1697, 2], [1714, 1], [1716, 1], [1910, 1], [2256, 1], [2390, 1], [2396, 1], [2397, 1], [2398, 1], [2404, 1], [2405, 1], [2470, 1], [2472, 1]]
16;می;20542.6337187;538.0;[[1, 1], [162, 1], [189, 1], [191, 1], [198, 1], [200, 1], [212, 1], [214, 1], [218, 1], [228, 1], [231, 1], [267, 1], [275, 1], [286, 1], [287, 1], [301, 1], [302, 1], [304, 1], [305, 1], [323, 1], [326, 1], [350, 1], [353, 1], [354, 1], [355, 1], [358, 1], [374, 1], [382, 1], [388, 1], [389, 1], [407, 1], [414, 1], [432, 1], [433, 1], [439, 1], [441, 1], [442, 1], [448, 1], [450, 1], [451, 1], [452, 1], [453, 1], [455, 1], [456, 1], [457, 1], [458, 1], [461, 1], [462, 1], [465, 1], [469, 1], [470, 1], [477, 1], [479, 1], [480, 1], [481, 1], [482, 1], [483, 1], [484, 1], [487, 1], [488, 1], [490, 1], [491, 1], [492, 1], [493, 1], [495, 2], [499, 1], [500, 1], [504, 1], [505, 1], [506, 1], [507, 1], [510, 1], [511, 1], [512, 1], [513, 1], [515, 1], [518, 1], [523, 1], [526, 1], [527, 1], [530, 1], [532, 1], [537, 1], [538, 1], [539, 1], [540, 1], [542, 1], [545, 1], [548, 1], [550, 1], [553, 1], [554, 1], [556, 1], [557, 1], [564, 1], [572, 1], [573, 1], [574, 1], [575, 1], [577, 1], [580, 1], [581, 1], [585, 1], [586, 1], [587, 1], [768, 1], [771, 1], [772, 1], [773, 1], [774, 1], [775, 1], [782, 1], [788, 1], [809, 1], [812, 1], [814, 1], [817, 1], [818, 1], [819, 1], [820, 1], [821, 1], [840, 1], [841, 1], [851, 1], [852, 2], [855, 1], [857, 1], [858, 1], [860, 1], [861, 1], [862, 1], [867, 1], [870, 2], [875, 1], [877, 1], [878, 1], [886, 1], [888, 1], [901, 1], [904, 5], [918, 1], [927, 2], [935, 1], [937, 1], [940, 1], [975, 3], [984, 1], [987, 2], [1011, 1], [1015, 2], [1026, 2], [1031, 2], [1041, 1], [1043, 1], [1044, 2], [1046, 2], [1050, 1], [1053, 1], [1055, 1], [1056, 1], [1059, 2], [1069, 2], [1075, 4], [1082, 1], [1091, 1], [1104, 2], [1105, 1], [1108, 1], [1126, 4], [1130, 1], [1132, 1], [1140, 1], [1195, 1], [1213, 1], [1214, 1], [1219, 1], [1223, 1], [1229, 1], [1240, 1], [1241, 1], [1243, 2], [1246, 1], [1251, 1], [1253, 2], [1255, 2], [1268, 6], [1269, 1], [1275, 1], [1288, 1], [1300, 1], [1301, 1], [1304, 1], [1307, 1], [1312, 3], [1314, 1], [1317, 1], [1320, 3], [1324, 1], [1334, 3], [1343, 2], [1344, 8], [1345, 1], [1352, 1], [1366, 1], [1370, 2], [1374, 1], [1376, 1], [1378, 1], [1379, 5], [1390, 1], [1396, 1], [1403, 1], [1405, 1], [1417, 1], [1426, 1], [1430, 1], [1434, 1], [1438, 1], [1440, 2], [1441, 2], [1454, 2], [1456, 1], [1467, 1], [1468, 2], [1469, 2], [1478, 1], [1479, 1], [1487, 1], [1495, 1], [1504, 1], [1509, 3], [1513, 1], [1516, 1], [1517, 1], [1519, 1], [1521, 1], [1529, 5], [1530, 1], [1532, 1], [1533, 2], [1536, 1], [1539, 1], [1542, 3], [1547, 1], [1550, 3], [1554, 2], [1558, 1], [1563, 1], [1564, 1], [1566, 1], [1574, 1], [1575, 1], [1577, 5], [1583, 1], [1584, 3], [1592, 2], [1594, 1], [1595, 1], [1601, 2], [1615, 4], [1619, 1], [1621, 1], [1624, 2], [1625, 2], [1628, 1], [1630, 1], [1632, 3], [1635, 1], [1636, 4], [1643, 1], [1647, 1], [1655, 1], [1656, 1], [1674, 1], [1679, 1], [1680, 1], [1681, 2], [1682, 2], [1683, 1], [1684, 1], [1689, 3], [1691, 1], [1692, 1], [1693, 1], [1694, 1], [1696, 1], [1698, 2], [1699, 2], [1700, 1], [1701, 1], [1702, 2], [1703, 1], [1707, 1], [1713, 1], [1714, 1], [1719, 2], [1720, 1], [1724, 1], [1725, 1], [1727, 1], [1746, 1], [1747, 1], [1748, 1], [1749, 2], [1752, 2], [1755, 1], [1756, 1], [1757, 1], [1758, 1], [1759, 4], [1761, 1], [1763, 2], [1769, 1], [1773, 1], [1778, 2], [1782, 1], [1785, 1], [1790, 1], [1805, 1], [1808, 2], [1820, 1], [1827, 1], [1842, 2], [1850, 2], [1852, 3], [1854, 2], [1862, 1], [1863, 3], [1865, 1], [1871, 1], [1878, 1], [1885, 3], [1891, 2], [1896, 1], [1897, 1], [1899, 1], [1900, 1], [1902, 1], [1910, 1], [1921, 1], [1926, 2], [1930, 1], [1931, 1], [1936, 1], [1937, 1], [1940, 1], [1942, 1], [1943, 2], [1946, 1], [1949, 1], [1950, 2], [1951, 2], [1965, 1], [1966, 1], [1967, 1], [1979, 1], [1981, 1], [1982, 1], [1997, 1], [1998, 1], [1999, 2], [2001, 1], [2005, 1], [2007, 1], [2008, 1], [2014, 1], [2017, 1], [2020, 1], [2031, 1], [2032, 1], [2037, 1], [2041, 1], [2054, 1], [2056, 1], [2058, 1], [2071, 1], [2072, 1], [2075, 1], [2082, 1], [2085, 1], [2086, 1], [2088, 1], [2092, 2], [2093, 2], [2094, 1], [2095, 2], [2102, 1], [2104, 1], [2105, 1], [2107, 1], [2108, 2], [2109, 1], [2110, 1], [2115, 1], [2116, 2], [2118, 1], [2121, 1], [2123, 1], [2128, 1], [2131, 2], [2132, 2], [2137, 1], [2139, 1], [2140, 1], [2147, 1], [2149, 1], [2158, 1], [2216, 1], [2218, 1], [2219, 1], [2221, 1], [2222, 1], [2224, 1], [2229, 1], [2230, 1], [2238, 1], [2241, 1], [2243, 2], [2245, 2], [2247, 1], [2248, 1], [2249, 1], [2252, 2], [2253, 1], [2254, 1], [2265, 1], [2268, 1], [2269, 1], [2270, 1], [2282, 1], [2284, 1], [2285, 1], [2288, 1], [2289, 2], [2292, 1], [2298, 1], [2301, 1], [2304, 1], [2311, 1], [2315, 1], [2323, 1], [2343, 1], [2350, 1], [2351, 1], [2352, 1], [2358, 2], [2365, 1], [2366, 1], [2368, 1], [2369, 1], [2370, 1], [2375, 1], [2376, 1], [2402, 1], [2407, 1], [2474, 1], [2481, 1], [2483, 1], [2486, 1], [2487, 2], [2488, 1], [2489, 1], [2497, 1], [2500, 2], [2504, 1], [2507, 1], [2515, 1], [2517, 1], [2518, 1], [2551, 1], [2552, 1], [2553, 1], [2554, 2], [2569, 3], [2570, 1], [2571, 1], [2574, 1], [2576, 2], [2578, 1], [2580, 1], [2584, 1], [2585, 1], [2603, 1], [2605, 1], [2608, 1], [2610, 1], [2614, 1], [2619, 1], [2620, 1], [2622, 1], [2627, 1], [2628, 2], [2629, 1], [2630, 1], [2634, 1], [2635, 1], [2637, 1], [2646, 1], [2650, 1], [2655, 1], [2661, 1], [2663, 1], [2670, 1], [2671, 1], [2675, 1], [2676, 1], [2677, 1], [2678, 1], [2679, 1], [2680, 1], [2681, 5], [2682, 1], [2683, 4], [2684, 1], [2685, 1], [2688, 2], [2689, 1], [2696, 1], [2702, 2], [2708, 1], [2718, 2], [2722, 2], [2724, 1], [2727, 1], [2728, 1], [2739, 1], [2755, 2], [2757, 1], [2759, 1], [2766, 1], [2774, 1], [2777, 1], [2778, 1], [2779, 1], [2786, 1], [2788, 1], [2797, 1], [2798, 1]]
17;کند;5793.98990327;88.0;[[1, 1], [2, 1], [355, 1], [382, 1], [461, 1], [504, 1], [661, 1], [685, 1], [706, 1], [768, 1], [771, 1], [772, 1], [860, 1], [875, 1], [975, 1], [1045, 1], [1108, 1], [1140, 1], [1149, 1], [1210, 3], [1248, 1], [1268, 2], [1288, 1], [1300, 1], [1344, 1], [1466, 1], [1467, 1], [1469, 2], [1475, 1], [1485, 1], [1505, 1], [1533, 2], [1536, 1], [1542, 1], [1593, 1], [1625, 1], [1691, 1], [1698, 1], [1701, 1], [1707, 1], [1714, 1], [1748, 2], [1750, 1], [1778, 1], [1852, 1], [1878, 1], [1883, 1], [1898, 1], [1910, 1], [1934, 1], [1940, 1], [2005, 1], [2020, 1], [2047, 1], [2075, 1], [2079, 1], [2085, 1], [2108, 1], [2109, 1], [2110, 1], [2116, 2], [2137, 1], [2158, 1], [2173, 1], [2250, 1], [2269, 1], [2273, 1], [2276, 1], [2368, 1], [2566, 1], [2580, 1], [2591, 1], [2597, 1], [2614, 1], [2620, 1], [2627, 1], [2630, 1], [2655, 1], [2661, 2], [2663, 1], [2669, 1], [2683, 1], [2688, 1], [2705, 1], [2734, 1], [2779, 1], [2786, 1], [2797, 1]]
18;چرا;11022.454755;116.0;[[2, 1], [3, 1], [148, 1], [300, 1], [302, 1], [310, 1], [321, 1], [323, 1], [327, 1], [348, 1], [353, 1], [355, 1], [356, 1], [364, 1], [381, 1], [400, 1], [402, 1], [418, 1], [514, 1], [551, 1], [600, 1], [690, 1], [720, 1], [739, 1], [740, 1], [741, 1], [829, 1], [870, 1], [892, 1], [893, 1], [907, 1], [908, 1], [910, 2], [924, 1], [944, 1], [970, 1], [1055, 1], [1064, 1], [1081, 1], [1155, 1], [1159, 1], [1160, 1], [1161, 1], [1162, 1], [1178, 1], [1205, 1], [1209, 1], [1224, 1], [1232, 2], [1238, 1], [1253, 1], [1351, 1], [1369, 1], [1385, 1], [1410, 1], [1411, 1], [1412, 1], [1413, 1], [1414, 1], [1418, 1], [1419, 1], [1456, 1], [1499, 1], [1529, 1], [1558, 1], [1728, 1], [1793, 1], [1901, 1], [1945, 1], [1962, 1], [2029, 1], [2053, 1], [2131, 1], [2187, 1], [2205, 1], [2206, 1], [2207, 1], [2298, 1], [2300, 1], [2301, 1], [2303, 1], [2304, 1], [2305, 1], [2306, 1], [2307, 1], [2321, 1], [2332, 1], [2334, 1], [2338, 1], [2351, 1], [2363, 1], [2375, 1], [2379, 1], [2387, 1], [2419, 1], [2429, 1], [2430, 1], [2451, 1], [2459, 1], [2462, 1], [2465, 1], [2466, 1], [2468, 1], [2510, 1], [2512, 1], [2600, 1], [2601, 1], [2657, 1], [2690, 1], [2711, 1], [2713, 1], [2718, 1], [2719, 1], [2721, 1], [2769, 1], [2775, 1]]
19;باوجود;211.539257997;2.0;[[2, 1], [1369, 1]]
20;نصب;5960.88965431;51.0;[[2, 1], [3, 1], [5, 1], [6, 1], [12, 1], [13, 1], [21, 1], [28, 1], [46, 1], [306, 1], [324, 1], [354, 1], [378, 1], [406, 1], [586, 1], [703, 1], [704, 2], [794, 1], [798, 1], [799, 1], [805, 1], [808, 1], [817, 1], [899, 1], [1011, 1], [1015, 1], [1368, 1], [1851, 1], [1854, 1], [1865, 1], [1866, 1], [1868, 1], [1870, 1], [1871, 1], [1874, 1], [1876, 1], [1912, 1], [1913, 1], [1918, 1], [1919, 1], [1921, 1], [2027, 1], [2170, 1], [2171, 2], [2295, 1], [2303, 2], [2311, 3], [2316, 1], [2331, 1], [2747, 1], [2748, 1]]
