Unnamed: 0;id;title;sentence;subject1;subject2;subject3;subject_notsure;suggested_subject;type1;type2;type3;type_notsure;suggested_type;s1 score;s2 score;s3 score;t1 score;t2 score;t3 score;Avg_sbj_num;Avg_typ_num
1993;1994;سوالات متداول; تفاوت پکیج با پرواز + هتل چیست؟;سفر;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.33333333333;1.0
1994;1995;نمونه سوالات علوم فصل دهم دوم ابتدایی;لانه برای جانوران چه فایده هایی دارد؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.33333333333
1995;1996;سوالات متداول;در کدام کشورها میتوانیم پرواز + هتل را رزرو کنیم؟;سفر;;;0;;لیست;;;0;;30;0;0;20;0;0;1.33333333333;1.0
1996;1997;سوالات متداول;لیست قیمت پرواز + هتلهای یک کشور را از کجا میتوانم ببینم؟;سفر;;;0;;توضیح;لیست;;0;;30;0;0;20;19;0;1.33333333333;1.33333333333
1997;1998;شصت سوال داوری از قوانین فوتبال;در جریان بازی دروازه بان بازیکن مهاجمی که داخل تور قرار دارد با مشت می زند تصمیم چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
1998;1999;نمونه سوالات علوم فصل دهم دوم ابتدایی;چگونه کرم ابریشم را پرورش می دهند؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
1999;2000;نمونه سوالات علوم فصل دهم دوم ابتدایی;پوشش بدن پرندگان چیست؟در چه جاهایی لانه سازی می کنند وچگونه تولید مثل می کنند؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2000;2001;سوالهایی که بیشتر علاقمندان جاوا می پرسند;برای شروع برنامه نویسی جاوا به چه چیزهایی نیاز دارم؟;برنامه‌نویسی;;;0;;توضیح;;;0;;29;0;0;30;0;0;1.33333333333;1.0
2001;2002;نمونه سوالات علوم فصل دهم دوم ابتدایی;پوشش بدن پستانداران چیست؟چگونه تولید مثل می کنند؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2002;2003;سوالهایی که بیشتر علاقمندان جاوا می پرسند;برای یادگیری جاوا باید لینوکس بلد باشم؟;برنامه‌نویسی;;;0;;بله/خیر;توضیح;;0;;29;0;0;20;19;0;1.33333333333;1.33333333333
2003;2004;سوالات متداول;در کدام کشورها میتوانیم هتل رزرو کنیم؟ ;سفر;;;0;;لیست;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2004;2005;سوالات متداول;لیست قیمت هتلهای یک کشور را از کجا میتوانم ببینم؟ ;سفر;;;0;;لیست;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2005;2006;نمونه سوالات علوم فصل دهم دوم ابتدایی;زنبور عسل چگونه ازبچه هایش نگه داری می کند؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2006;2007;نمونه سوالات علوم فصل دهم دوم ابتدایی;ارتباط زنبور عسل با جانداران دیگر را بنویسید؟ ;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2007;2008;نمونه سوالات علوم فصل دهم دوم ابتدایی;ما ازچه راه هایی می توانیم به جانوران کمک کنیم تا سالم بمانند؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.33333333333;1.33333333333
2008;2009;نمونه سوالات علوم فصل دهم دوم ابتدایی;پوشش بدن ماهی ها چیست؟چگونه تولید مثل می کنند؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2009;2010;نمونه سوالات علوم فصل دهم دوم ابتدایی;کدام جانور دو مرحله زندگی دارد؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
2010;2011;6  سـوال دربـاره لبـاس ورزشـی ;مناسب ترین مدل برای لباس ورزشی چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2011;2012;6  سـوال دربـاره لبـاس ورزشـی ;بهترین جنس لباس ورزشی چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2012;2013;گردشگری عمومی;برای سفر بهترین مکان را کجا معرفی می کنید؟;سفر;;;0;;پیشنهاد;نظر;;0;;30;0;0;20;19;0;1.0;1.33333333333
2013;2014;گردشگری عمومی;برای سفر خارجی اعتبار پاسپورت چند ماه باید باشد؟;سفر;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2014;2015;گردشگری عمومی;پسر من دانشجو است می تواند در یک سفر همراه ما باشد؟;سفر;;;0;;;;;0;;30;0;0;0;0;0;1.33333333333;1.0
2015;2016;گردشگری عمومی;برای گرفتن ارز مسافرتی چه باید کرد؟;سفر;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2016;2017;گردشگری عمومی;آیا عوارض خروج از کشور به عهده آژانس مسافرتی است؟;سفر;حقوق و قانون;;0;;بله/خیر;;;0;;30;17;0;20;0;0;2.0;1.0
2017;2018;گردشگری عمومی; یک بار با یک آژانس سفر کردم گشت شهری اجرا نشد آیا می توانستم پولم را پس بگیرم؟;سفر;حقوق و قانون;;0;;بله/خیر;;;0;;30;27;0;30;0;0;2.0;1.33333333333
2018;2019;گردشگری عمومی;از پرواز جا ماندم اما شرکت هواپیمایی مبلغی را به من بازنگردانده. می توانم شکایت خود را مطرح کنم؟;سفر;حقوق و قانون;;0;;توضیح;;;0;;30;27;0;20;0;0;2.0;1.0
2019;2020;گردشگری عمومی;چارتر بودن پرواز نوعی اجحاف در حق مسافران نیست؟;سفر;;;0;;نظر;;;0;;30;0;0;19;0;0;1.0;1.33333333333
2020;2021;شصت سوال داوری از قوانین فوتبال;در هنگام اجرای دراپ بال در محوط و جریمه قبل از اینکه توپ بازمین برخورد کند بازکین مدافع بازیکن مهاجم را با لگد می زند-تصمیم چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.66666666667;1.0
2021;2022;گردشگری عمومی;فکر نمی کنید بهتر باشد بگذاریم تور لحظه آخری خریداری کنیم؟;سفر;;;0;;نظر;;;0;;30;0;0;20;0;0;1.33333333333;1.33333333333
2022;2023;گردشگری عمومی;همه می گویند با آژانس هایی سفر کنید که مجری هستند، به نظر شما این حرف صحیح است؟;سفر;;;0;;بله/خیر;نظر;;0;;30;0;0;20;19;0;1.0;1.33333333333
2023;2024;گردشگری عمومی;سفر هند بهتر است یا تایلند؟;سفر;;;0;;نظر;;;0;;30;0;0;20;0;0;1.0;1.0
2024;2025;سایت تخصصی استخر:مقالات آموزشی سونا;تفاوت میان سونای خشک و بخار چیست؟;ورزشی;;;0;;توضیح;;;0;;20;0;0;20;0;0;1.0;1.0
2025;2026;گردشگری عمومی;اگر در تور خود با مشکلی مواجه شدیم چه باید کنیم و به کجا شکایت کنیم؟;سفر;حقوق و قانون;;0;;توضیح;;;0;;30;27;0;20;0;0;2.0;1.0
2026;2027;تغذیه سگ;آیا سگهای خانگی اجازه جویدن استخوان را دارند؟ ;حیوانات;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2027;2028; نصب بلوتوث روی کامپیوتر ;چطور روی کامپیوترم بلوتوث نصب کنم؟;کامپیوتر و موبایل;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2028;2029;گردشگری عمومی;قوانین مربوط به پاسپورت همراه چیست؟;سفر;حقوق و قانون;;0;;توضیح;;;0;;29;19;0;20;0;0;1.66666666667;1.0
2029;2030;تغذیه سگ;چرا برخی ازسگها تمایل دارند که علف ویا چمن بخورند؟ ;حیوانات;;;0;;دلیل;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2030;2031;تغذیه سگ;با توجه به اینکه سگها حیواناتی گوشتخوارهستند آیا تغذیه آنها با گوشت کافی است؟ ;حیوانات;تغذیه;;0;;بله/خیر;;;0;;30;18;0;20;0;0;1.66666666667;1.0
2031;2032;چگونه بدانیم که زمان فروش سهام فرارسیده است؟;چگونه می توانیم بهترین زمان فروش سهام را تا حدودی تشخیص دهیم و بدانیم زمان فروش سهام فرارسیده است؟;مالی و اقتصادی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2032;2033;گردشگری عمومی;با سلام و خسته نباشید یکی از دوستان من که تبعه کشور عراق می باشد و گذرنامه عراقی دارد می تواند با اخذ ویزا از کنسول تایلند در بغداد در تور شما برای کشور تایلند ثبت نام نماید و از ایران عازم تایلند شود؟ ;سفر;حقوق و قانون;;0;;توضیح;;;0;;30;18;0;20;0;0;1.66666666667;1.0
2033;2034;گردشگری عمومی;با سلام خسته نباشید میخواستم بپرسم اتباع افغانی رو هم در تور میشه ثبت نام کنن اگه میشه شرایتطش چیه؟;سفر;حقوق و قانون;;0;;توضیح;;;0;;30;18;0;29;0;0;1.66666666667;1.33333333333
2034;2035;گردشگری عمومی;آیا سفر با تور بهتر است یا انفرادی؟;سفر;;;0;;پیشنهاد;;;0;;30;0;0;18;0;0;1.0;1.66666666667
2035;2036;تغذیه سگ;آیا غذای سگها باید پخته شود؟ ;حیوانات;تغذیه;;0;;بله/خیر;;;0;;30;18;0;20;0;0;1.66666666667;1.0
2036;2037;تغذیه سگ;سگها روزانه به چه مقدارآب نیازدارند؟ ;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2037;2038;تغذیه سگ;آیا پوسیدگی دندان به نوع غذائی که سگ می خورد ارتباطی دارد؟ ;حیوانات;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2038;2039;گردشگری عمومی;آیا به کودک زیر 12 سال ارز دولتی تعلق میگیرد؟;سایر;;;0;;بله/خیر;;;0;;0;0;0;30;0;0;1.66666666667;1.0
2039;2040;گردشگری عمومی;با سلام. واسه پیامک تورهای دقیقه نود ثبت نام میکنم و پیغام میده که قبلا ثبت شده شماره من. ولی پیام نمیاد واسم چکار کنم؟ ;سفر;;;0;;توضیح;;;0;;30;0;0;29;0;0;1.0;1.33333333333
2040;2041; تعیین مشخصات سخت افزاری کامپیوتر ;می خواستم بدونم چه جوری میشه مشخصات کامپیوترم رو بدونم آیا نرم افزاری برای این کار هست ؟;کامپیوتر و موبایل;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
2041;2042;گردشگری عمومی;سلام اگر من بلیط رو از شما تهیه کنم و چون شهرستان هستم بلیط رو برایم ایمیل کنید. برای خرید ارز مسافرتی که نیاز به اصل بلیط می باشد آیا مشکلی پیش نخواهد آمد در خرید ارز؟;سفر;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2042;2043;گردشگری عمومی;آیا ساعت رفت و برگشت درج شده بر روی بلیط به وقت ایران است؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;30;0;0;1.0;1.0
2043;2044;گردشگری عمومی;فرق بین خدمات ALL و UALL در هتل ها چیست؟;سفر;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2044;2045;گردشگری عمومی; کسانی که سربازی نرفته اند و دانشجو هستند چه طور می توانند از تورهای خارجی استفاده کنند؟ آیا امکان سفر برای افرادی که کارت پایان خدمت ندارند وجود دارد یا خیر؟;سفر;حقوق و قانون;;0;;توضیح;;;0;;29;28;0;20;0;0;2.0;1.33333333333
2045;2046;گردشگری عمومی; برای تور 3 روزه تفلیس با ایرلاین تابان حداقل اعتبار پاسپورت چند ماه باید باشد ؟;سفر;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2046;2047;گردشگری تایلند;آیا سفر کردن به تایلند همراه خانواده مناسب است؟ آیا پوکت خانوادگی است؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;30;0;0;1.0;1.33333333333
2047;2048;گردشگری تایلند;شنیدم توی تایلند خیلی بی بند و باری است آیا کسی هم که همسر محجبه دارد هم می تواند به این کشور سفر کند؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2048;2049;گردشگری تایلند;بچه کوچک داریم، آیا مسیر تایلند مناسب است؟;سفر;کودکان;;0;;بله/خیر;;;0;;30;18;0;20;0;0;1.66666666667;1.66666666667
2049;2050;گردشگری تایلند;ما بچه کوچک داریم، فاصله تهران تا بانکوک چقدر است؟;سفر;کودکان;;0;;توضیح;;;0;;30;18;0;20;0;0;1.66666666667;1.0
2050;2051;گردشگری تایلند;آیا پوکت برای خرید مناسب است؟;سفر;خرید;;0;;بله/خیر;;;0;;30;18;0;20;0;0;1.66666666667;1.33333333333
2051;2052;گردشگری تایلند;فاصله بانکوک تا پاتایا چقدر است؟;سفر;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
2052;2053;گردشگری تایلند;آیا اگر خودمان جداگانه اقدام برای رفتن به تایلند کنیم و همین طور آنجا هتل تهیه کنیم و فقط پرواز را از شما بگیریم نرخ سفر ارزان تر تمام می شود؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2053;2054;گردشگری تایلند;چرا باید با تور به تایلند سفر کنیم در حالیکه خودمان می توانیم اقدام به رزرو هتل کنیم.به فکر سود خودتان هستید؟;سفر;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.33333333333
2054;2055;گردشگری تایلند;مسافت بین بانکوک و پوکت را می شود زمینی طی کرد؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
2055;2056;گردشگری تایلند;قصد دارم از بانکوک، پاتایا و پوکت بازدید کنم، اما مدت تور1 هفته ای است و برنامه هایم بسیار فشرده خواهد شد. راهنمایی کنید چه کاری می توانم انجام دهم؟;سفر;;;0;;پیشنهاد;توضیح;;0;;30;0;0;20;19;0;1.0;1.66666666667
2056;2057;گردشگری تایلند;آیا تایلند ویزا می خواهد؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2057;2058;مکمل های ویتامینی دوران بارداری;آیا موادی هستند که در قرصهای مکمل دوران حاملگی وجود ندارند؟;سلامت;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2058;2059;گردشگری تایلند;تور هفته اول تیر 92 دارید؟مثلا 4یا 5 تیر 92 و در ضمن ویزا را می توان در فرودگاه گرفت یا خیر؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;30;0;0;1.0;1.0
2059;2060;گردشگری تایلند;برای اول مرداد آب وهوای تایلندبرای بچه پنج ساله مناسب هست؟;سفر;کودکان;;0;;بله/خیر;;;0;;30;27;0;20;0;0;2.33333333333;1.0
2060;2061;گردشگری تایلند; آیا برای تایلند بچه های 7 و 3 ساله پاسپورت جداگانه لازم دارند؟;سفر;کودکان;;0;;بله/خیر;;;0;;30;17;0;30;0;0;2.0;1.0
2061;2062;گردشگری تایلند;با سلام آیا از سیم کارت ایرانسل در تایلند می توان استفاده کرد؟ به صرفه است یا خیر؟;سفر;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.66666666667;1.66666666667
2062;2063;گردشگری تایلند;آیا آبان ماه برای سفر به پاتایا به منظور استفاده از دریا و آفتاب گرفتن مناسب است؟یا هوا بارونیه؟;سفر;;;0;;;;;0;;30;0;0;0;0;0;1.0;1.0
2063;2064;گردشگری تایلند;فاصله هوایی بین بانکوک و پوکت چند ساعت است؟;سفر;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
2064;2065;گردشگری تایلند;بهترین زمان برای سفر به تایلند چه زمانی است؟ من شنیدم از دی تا اسفند بهترین موقع است، همینطوره؟;سفر;;;0;;توضیح;;;0;;30;0;0;28;0;0;1.0;2.0
2065;2066;گردشگری تایلند;معمولا فاصله تهران تا بانکوک چند ساعته؟;سفر;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
2066;2067;گردشگری تایلند;اعتبارپاسپورت من تا۲۴/۳/۹۶هست ومن میخوام آبان۹۵ به تایلند بروم آیا ایرادی ندارد؟;سفر;حقوق و قانون;;0;;بله/خیر;;;0;;30;18;0;30;0;0;1.66666666667;1.0
2067;2068;دهان و دندان;دختر من در3ماهگی دندون دراورد دلیل زود دندون در اوردن چیه ایا مشکلی هست ؟;سلامت;کودکان;;0;;بله/خیر;;;0;;29;19;0;19;0;0;1.66666666667;1.33333333333
2068;2069;تغذیه مادر در دوران بارداری;در دوران بارداری باید دو برابر گذشته غذا بخوریم؟;سلامت;تغذیه;;0;;توضیح;;;0;;30;18;0;20;0;0;1.66666666667;1.0
2069;2070;تغذیه مادر در دوران بارداری;باردارها چغاله بادام بخورند؟;تغذیه;سلامت;;0;;بله/خیر;;;0;;28;20;0;30;0;0;1.66666666667;1.0
2070;2071;تغذیه ;سلام مصرف گوجه در بارداری مشکل داره؟هویج چطور؟;سلامت;تغذیه;;0;;;;;0;;30;27;0;0;0;0;2.0;1.0
2071;2072;تغذیه سگ;آیا شیریا سایر لبنیات درسگها باعث اسهال می شوند؟ ;حیوانات;تغذیه;;0;;بله/خیر;;;0;;30;18;0;30;0;0;2.0;1.0
2072;2073;تغذیه سگ;آیا مصرف فرآورده های سویا درسگ می تواند باعث اسهال گردد؟ ;حیوانات;تغذیه;;0;;بله/خیر;;;0;;30;18;0;30;0;0;2.0;1.0
2073;2074;دانستنی هایی درباره یوگا;آیا انجام یوگا مستلزم داشتن اعتقادات مذهبی خاص است؟;ورزشی;;;0;;بله/خیر;;;0;;29;0;0;20;0;0;1.33333333333;1.0
2074;2075;مجسمه سازی;آیا ساختن عروسک پارچه ای جایز است؟;مذهبی;;;0;;بله/خیر;;;0;;20;0;0;30;0;0;1.33333333333;1.0
2075;2076;مبطلات نماز;تربیت ونگهداری گربه وخرگوش در منزل چه حکمی دارد؟ آیا موی آنها نماز را باطل می کند؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.33333333333
2076;2077;حضانت;مساله حضانت فرزندان را با مراعات مسائل روز بیان بفرمائید ؟;مذهبی;حقوق و قانون;;0;;توضیح;;;0;;20;19;0;20;0;0;1.33333333333;1.0
2077;2078;مبطلات نماز;بدست کردن انگشتر طلای سفید در نماز وغیراز آن چه حکمی دارد؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2078;2079; تمساح و کروکودیل چه فرقی با هم دارند؟ ;تمساح و کروکودیل چه فرقی با هم دارند؟;حیوانات;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2079;2080;دانستنی هایی درباره یوگا;کسی که حتی نمی تواند انگشتان پای خود را لمس کند، توانایی انجام یوگا را دارد؟;ورزشی;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2080;2081;۶ سـوال دربـاره لبـاس ورزشـی;لباس ورزشی را چطور نگهداری کنیم؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.0;1.0
2081;2082;۶ سـوال دربـاره لبـاس ورزشـی;چه رنگی برای لباس ورزشی مناسب تر است؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2082;2083;شصت سوال داوری از قوانین فوتبال;دروازه بان توپ را در اختیار کامل گرفته و بیش از ۶ ثانیه توپ را در دستهایش می گیرد تصمیم شما چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.66666666667;1.0
2083;2084;اعتکاف;اگر معتکف از روی جهل از مسجد خارج شود مثلا برود تو حیاط مسجد و فکر میکرده که مسجد است ولی بعدا مشخص شد که حیاط جزو مسجد نیست حکمش چیست؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2084;2085; آب کر;مقدار آب کر را بیان فرمائید ؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
2085;2086;شصت سوال داوری از قوانین فوتبال;بازیکن با گرفتن حریف موقعیت آشکار گل زنی را از او سلب می کند تصمیم شما چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2086;2087;شصت سوال داوری از قوانین فوتبال;بازیکن با گرفتن حریف موقعیت مناسب پیشروی حریف را می گیرد تصمیم شما چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;30;0;0;1.66666666667;1.0
2087;2088; حیوانات;آیا گوشت لک لک حرام است؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
2088;2089;حیوانات;آیا راه رفتن سگ بر روی برف موجب نجس شدن آن می شود؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
2089;2090;روانشناسی;چطور بیش فعالی /کمبود توجه رو در دخترم تشخیص بدم؟ ;روانشناسی;;;0;;نظر;;;0;;29;0;0;20;0;0;1.33333333333;1.0
2090;2091;تغذیه;سلام - خسته نباشید - در آزمایش گلوکز من قند بالا نشان داده شده است برای پایین آمدن قند در دوران بارداری چه مواد غذایی باید مصرف شود و چی نباید مصرف شود ؟;تغذیه;سلامت;;0;;توضیح;;;0;;28;20;0;20;0;0;1.66666666667;1.0
2091;2092;تغذیه سگ; آیا جویدن استخوان برای رشد دندانها درتوله ها ضروری است؟ ;حیوانات;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2092;2093;شصت سوال داوری از قوانین فوتبال;بازیکن بدون اجازه داور وارد زمین می شود و توپ را عمداً با دست می زند تصمیم چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2093;2094;قرارداد کار;فردی بدون سرمایه گذاری و یا داشتن ابزار کار مزد خود را به صورت درصدی از سهم سود کارگاه دریافت می دارد، قرار داد وی با کارفرما از چه نوع می باشد؟;کار;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2094;2095;قرارداد کار;آیا کارمندان بازنشسته دولت می توانند به عنوان کارگر در دستگاه های دولتی مشغول کار شوند؟;کار;حقوق و قانون;;0;;بله/خیر;;;0;;29;19;0;30;0;0;1.66666666667;1.0
2095;2096;تعلیق قرارداد کار;آیا مدتی که کارگران از مقرری بیمه بیکاری استفاده می کنند جزء سوابق کار کارگاهی منظور می گردد؟;کار;حقوق و قانون;;0;;بله/خیر;;;0;;29;28;0;20;0;0;2.0;1.0
2096;2097;تغذیه ;سلام.من تو هفته 32 بارداری هستم هر روز امگا3 مصرف میکنم البته از هفته29 تا الان آیا تاثیری رو حافظه کودکم داره؟;سلامت;تغذیه;;0;;;;;0;;29;19;0;0;0;0;1.66666666667;1.0
2097;2098;دهان و دندان;با سلام پسر من 5 سال و 2 ماهشه. به تازگی دندان های جلوی فک پایینش لق شده. سوالم اینه که خیلی زود نیست؟ در آینده مشکلی پیدا نمی کنه؟;سلامت;کودکان;;0;;;;;0;;30;18;0;0;0;0;1.66666666667;1.0
2098;2099;تغذیه مادر در دوران بارداری;توت فرنگی میوه ممنوعه بارداری است؟;سلامت;تغذیه;;0;;بله/خیر;;;0;;29;19;0;20;0;0;1.66666666667;1.0
2099;2100;تغذیه ;با سلام، استفاده از پنیر صبحانه برای درست کردن ساندویچ در ساندویچ ساز که پنیر داغ میشه مشکلی ایجاد نمیکنه، پنیر فاسد نمیشه؟;تغذیه;سلامت;;0;;بله/خیر;;;0;;30;18;0;20;0;0;1.66666666667;1.0
2100;2101;تغذیه مادر در دوران بارداری; ویتامین دی، کمبود آن در بارداری چه خطراتی دارد؟;سلامت;;;0;;توضیح;;;0;;30;0;0;19;0;0;1.33333333333;1.33333333333
2101;2102;دهان و دندان; با سلام. پسر من ١٠ ماهه است اما هنوز دندان نداره با اینکه آبریزش زیاد داره. آیا مشکلی هست ؟ تا چند ماهگی فرصت هست ؟ ;سلامت;کودکان;;0;;توضیح;;;0;;30;18;0;19;0;0;1.66666666667;1.33333333333
2102;2103;مشمولین قانون کار;آیا نمایندگان کارفرما نیز کارگر شناخته می شوند؟;کار;حقوق و قانون;;0;;بله/خیر;;;0;;29;19;0;20;0;0;1.66666666667;1.0
2103;2104;مشمولین قانون کار;کارگر مشمول قانون کار چه کسی است؟;کار;حقوق و قانون;;0;;;;;0;;29;19;0;0;0;0;1.66666666667;1.0
2104;2105;تغذیه سگ;آیا سگها ازخوردن غذای یکسان درهرروز خسته می شوند؟ ;حیوانات;;;0;;بله/خیر;;;0;;30;0;0;30;0;0;1.33333333333;1.0
2105;2106; وقت افطار;آیا با پنهان شدن قرص خورشید می توان افطار نمود و نماز مغرب را خواند؟ ;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
2106;2107;۶ سـوال دربـاره لبـاس ورزشـی ;لباس ورزشی را چطور بشوییم؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.0
2107;2108; مسجد;حکم سلام کردن در موقع ورود به مساجد ، چون باعث پرت شدن حواس می شود چه حکمی دارد؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
2108;2109;شصت سوال داوری از قوانین فوتبال;توپ در آستانه ورود به دروازه است، بازیکن مدافع با لنگه کفش خود را به طرف توپ پرتاب می کند و موقعیت آشکار گل را می گیرد. تصمیم چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2109;2110; نماز شب;کسی که نماز شب می خواند و نماز قضاء بر ذمه اش است آیا جایز است که در نماز شب نیت قضا کند؟ ;مذهبی;;;0;;;;;0;;30;0;0;0;0;0;1.0;1.0
2110;2111;شصت سوال داوری از قوانین فوتبال;بازیکن در حالتی که ساق بند خود را در دست دارد و در محوطه جریمه خودی ایستاده است از موقعیت آشکار گل توسط ساق بند جلوگیری می کند تصمیم شما چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2111;2112;شعبده بازی;آیا شعبده بازی برای تفریح و سرگرمی ایراد دارد ؟ ;سرگرمی;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2112;2113;رایانه (کامپیوتر);آیا رایانه برای کودکان مضر است ؟;کامپیوتر و موبایل;;;0;;بله/خیر;;;0;;28;0;0;30;0;0;1.66666666667;1.0
2113;2114;مشمولین قانون کار;اشخاصی که بصورت خرید خدمت در دستگاه های دولتی مشغول کار هستند در دایره شمول مقررات قانون کار قرار دارند یا خیر؟;کار;حقوق و قانون;;0;;بله/خیر;;;0;;30;27;0;30;0;0;2.0;1.0
2114;2115;رایانه (کامپیوتر);با توجه به این که از کامپیوتر میتوان هم در مورد دینی و علمی و هم میتوان درزمینه گناه از آن استفاده کرد ،کسب ودر آمد در زمینه فروش این محصول(کامپیوتر) چه حکمی دارد ؟;مذهبی;کامپیوتر و موبایل;;0;;توضیح;;;0;;20;19;0;20;0;0;1.66666666667;1.0
2115;2116;شصت سوال داوری از قوانین فوتبال;در جریان بازی دو بازیکن از یک تیم با هم کتک کاری می کنندتصمیم چیست؟;ورزشی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.66666666667;1.0
2116;2117;شصت سوال داوری از قوانین فوتبال;توپ در آستانه ورود به دروازه، دروازه بان شیئی به طرف توپ پرتاب می کند و جلوگیری از گل آشکار می کند. تصمیم چیست؟;ورزشی;;;0;;;;;0;;28;0;0;0;0;0;1.66666666667;1.0
2117;2118;  حق والدین;آیا رضایت والدین در انجام مستحبات و شرکت در مراسم و شعائر اسلامی نسبت به فرزندان شرط است ؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
2118;2119;  حق والدین;آیا والدین می توانند فرزندان را از پوشش لباسهای مد روز منع کنند ؟;مذهبی;;;0;;بله/خیر;;;0;;20;0;0;20;0;0;1.33333333333;1.0
